"Series";"Time";"Value"
"js3-node1";"2018-08-05T00:50:00-04:00";null
"js3-node1";"2018-08-05T00:50:30-04:00";null
"js3-node1";"2018-08-05T00:51:00-04:00";null
"js3-node1";"2018-08-05T00:51:30-04:00";0
"js3-node1";"2018-08-05T00:52:00-04:00";null
"js3-node1";"2018-08-05T00:52:30-04:00";null
"js3-node1";"2018-08-05T00:53:00-04:00";null
"js3-node1";"2018-08-05T00:53:30-04:00";null
"js3-node1";"2018-08-05T00:54:00-04:00";null
"js3-node1";"2018-08-05T00:54:30-04:00";0
"js3-node1";"2018-08-05T00:55:00-04:00";null
"js3-node1";"2018-08-05T00:55:30-04:00";null
